Time,IR,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
3,0.2,2,ImADA_12_WSVM,0.9,0.6,0.7348469228349535,0.6,0.84,0.6,0.7500000000000001,"[[18  2]
 [ 2  3]]"
3,0.2,3,ADA_DSTree,0.95,1.0,0.9746794344808963,0.9090909090909091,0.96,0.8333333333333334,0.975,"[[19  1]
 [ 0  5]]"
3,0.2,3,ADA_WSVM,0.95,1.0,0.9746794344808963,0.9090909090909091,0.96,0.8333333333333334,0.975,"[[19  1]
 [ 0  5]]"
3,0.2,3,ImADA1_WSVM,0.95,0.8,0.8717797887081347,0.8000000000000002,0.92,0.8,0.875,"[[19  1]
 [ 1  4]]"
3,0.2,3,ImADA2_WSVM,0.95,0.8,0.8717797887081347,0.8000000000000002,0.92,0.8,0.875,"[[19  1]
 [ 1  4]]"
3,0.2,3,ImADA_12_WSVM,0.05,0.2,0.1,0.08000000000000002,0.08,0.05,0.12500000000000003,"[[ 1 19]
 [ 4  1]]"
3,0.2,4,ADA_DSTree,1.0,0.4,0.6324555320336759,0.5714285714285715,0.88,1.0,0.7,"[[20  0]
 [ 3  2]]"
3,0.2,4,ADA_WSVM,0.9,0.2,0.42426406871192857,0.25,0.76,0.3333333333333333,0.55,"[[18  2]
 [ 4  1]]"
3,0.2,4,ImADA1_WSVM,0.9,0.2,0.42426406871192857,0.25,0.76,0.3333333333333333,0.55,"[[18  2]
 [ 4  1]]"
3,0.2,4,ImADA2_WSVM,0.9,0.2,0.42426406871192857,0.25,0.76,0.3333333333333333,0.55,"[[18  2]
 [ 4  1]]"
3,0.2,4,ImADA_12_WSVM,0.9,0.2,0.42426406871192857,0.25,0.76,0.3333333333333333,0.55,"[[18  2]
 [ 4  1]]"
3,0.2,5,ADA_DSTree,0.9,0.4,0.6000000000000001,0.4444444444444445,0.8,0.5,0.65,"[[18  2]
 [ 3  2]]"
3,0.2,5,ADA_WSVM,0.85,0.8,0.8246211251235321,0.6666666666666666,0.84,0.5714285714285714,0.825,"[[17  3]
 [ 1  4]]"
3,0.2,5,ImADA1_WSVM,0.85,0.8,0.8246211251235321,0.6666666666666666,0.84,0.5714285714285714,0.825,"[[17  3]
 [ 1  4]]"
3,0.2,5,ImADA2_WSVM,0.85,0.8,0.8246211251235321,0.6666666666666666,0.84,0.5714285714285714,0.825,"[[17  3]
 [ 1  4]]"
3,0.2,5,ImADA_12_WSVM,0.15,0.2,0.17320508075688773,0.08695652173913045,0.16,0.05555555555555555,0.17500000000000002,"[[ 3 17]
 [ 4  1]]"
Time,IR,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
4,0.2,1,ADA_DSTree,0.85,0.4,0.5830951894845301,0.4000000000000001,0.76,0.4,0.625,"[[17  3]
 [ 3  2]]"
4,0.2,1,ADA_WSVM,0.85,0.2,0.41231056256176607,0.22222222222222224,0.72,0.25,0.525,"[[17  3]
 [ 4  1]]"
4,0.2,1,ImADA1_WSVM,0.95,0.4,0.6164414002968976,0.5,0.84,0.6666666666666666,0.6749999999999999,"[[19  1]
 [ 3  2]]"
4,0.2,1,ImADA2_WSVM,0.95,0.4,0.6164414002968976,0.5,0.84,0.6666666666666666,0.6749999999999999,"[[19  1]
 [ 3  2]]"
4,0.2,1,ImADA_12_WSVM,0.05,0.6,0.17320508075688773,0.22222222222222218,0.16,0.13636363636363635,0.325,"[[ 1 19]
 [ 2  3]]"
4,0.2,2,ADA_DSTree,0.8,0.4,0.5656854249492381,0.3636363636363636,0.72,0.3333333333333333,0.6,"[[16  4]
 [ 3  2]]"
4,0.2,2,ADA_WSVM,0.95,0.4,0.6164414002968976,0.5,0.84,0.6666666666666666,0.6749999999999999,"[[19  1]
 [ 3  2]]"
4,0.2,2,ImADA1_WSVM,0.05,0.6,0.17320508075688773,0.22222222222222218,0.16,0.13636363636363635,0.325,"[[ 1 19]
 [ 2  3]]"
4,0.2,2,ImADA2_WSVM,0.95,0.4,0.6164414002968976,0.5,0.84,0.6666666666666666,0.6749999999999999,"[[19  1]
 [ 3  2]]"
4,0.2,2,ImADA_12_WSVM,0.05,0.6,0.17320508075688773,0.22222222222222218,0.16,0.13636363636363635,0.325,"[[ 1 19]
 [ 2  3]]"
4,0.2,3,ADA_DSTree,0.95,0.6,0.7549834435270749,0.6666666666666665,0.88,0.75,0.775,"[[19  1]
 [ 2  3]]"
4,0.2,3,ADA_WSVM,0.9,0.0,0.0,0.0,0.72,0.0,0.45,"[[18  2]
 [ 5  0]]"
4,0.2,3,ImADA1_WSVM,0.8,0.2,0.4,0.20000000000000004,0.68,0.2,0.5,"[[16  4]
 [ 4  1]]"
4,0.2,3,ImADA2_WSVM,0.8,0.2,0.4,0.20000000000000004,0.68,0.2,0.5,"[[16  4]
 [ 4  1]]"
4,0.2,3,ImADA_12_WSVM,0.2,0.8,0.4,0.32000000000000006,0.32,0.2,0.5,"[[ 4 16]
 [ 1  4]]"
4,0.2,4,ADA_DSTree,0.95,0.8,0.8717797887081347,0.8000000000000002,0.92,0.8,0.875,"[[19  1]
 [ 1  4]]"
4,0.2,4,ADA_WSVM,1.0,0.2,0.4472135954999579,0.33333333333333337,0.84,1.0,0.6,"[[20  0]
 [ 4  1]]"
4,0.2,4,ImADA1_WSVM,0.1,0.2,0.14142135623730953,0.08333333333333333,0.12,0.05263157894736842,0.15,"[[ 2 18]
 [ 4  1]]"
4,0.2,4,ImADA2_WSVM,0.9,0.8,0.8485281374238571,0.7272727272727272,0.88,0.6666666666666666,0.8500000000000001,"[[18  2]
 [ 1  4]]"
4,0.2,4,ImADA_12_WSVM,0.1,0.2,0.14142135623730953,0.08333333333333333,0.12,0.05263157894736842,0.15,"[[ 2 18]
 [ 4  1]]"
4,0.2,5,ADA_DSTree,1.0,0.4,0.6324555320336759,0.5714285714285715,0.88,1.0,0.7,"[[20  0]
 [ 3  2]]"
4,0.2,5,ADA_WSVM,0.95,0.2,0.43588989435406733,0.28571428571428575,0.8,0.5,0.575,"[[19  1]
 [ 4  1]]"
4,0.2,5,ImADA1_WSVM,1.0,0.4,0.6324555320336759,0.5714285714285715,0.88,1.0,0.7,"[[20  0]
 [ 3  2]]"
4,0.2,5,ImADA2_WSVM,1.0,0.4,0.6324555320336759,0.5714285714285715,0.88,1.0,0.7,"[[20  0]
 [ 3  2]]"
4,0.2,5,ImADA_12_WSVM,1.0,0.4,0.6324555320336759,0.5714285714285715,0.88,1.0,0.7,"[[20  0]
 [ 3  2]]"
Time,IR,Fold,Method,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
5,0.2,1,ADA_DSTree,0.85,1.0,0.9219544457292888,0.7692307692307693,0.88,0.625,0.9249999999999999,"[[17  3]
 [ 0  5]]"
5,0.2,1,ADA_WSVM,0.95,0.6,0.7549834435270749,0.6666666666666665,0.88,0.75,0.775,"[[19  1]
 [ 2  3]]"
5,0.2,1,ImADA1_WSVM,0.05,0.4,0.14142135623730953,0.15384615384615385,0.12,0.09523809523809523,0.22500000000000003,"[[ 1 19]
 [ 3  2]]"
5,0.2,1,ImADA2_WSVM,0.95,0.6,0.7549834435270749,0.6666666666666665,0.88,0.75,0.775,"[[19  1]
 [ 2  3]]"
5,0.2,1,ImADA_12_WSVM,0.05,0.4,0.14142135623730953,0.15384615384615385,0.12,0.09523809523809523,0.22500000000000003,"[[ 1 19]
 [ 3  2]]"
5,0.2,2,ADA_DSTree,0.85,0.4,0.5830951894845301,0.4000000000000001,0.76,0.4,0.625,"[[17  3]
 [ 3  2]]"
5,0.2,2,ADA_WSVM,0.8,0.4,0.5656854249492381,0.3636363636363636,0.72,0.3333333333333333,0.6,"[[16  4]
 [ 3  2]]"
5,0.2,2,ImADA1_WSVM,0.95,0.4,0.6164414002968976,0.5,0.84,0.6666666666666666,0.6749999999999999,"[[19  1]
 [ 3  2]]"
5,0.2,2,ImADA2_WSVM,0.95,0.4,0.6164414002968976,0.5,0.84,0.6666666666666666,0.6749999999999999,"[[19  1]
 [ 3  2]]"
5,0.2,2,ImADA_12_WSVM,0.05,0.6,0.17320508075688773,0.22222222222222218,0.16,0.13636363636363635,0.325,"[[ 1 19]
 [ 2  3]]"
5,0.2,3,ADA_DSTree,1.0,0.4,0.6324555320336759,0.5714285714285715,0.88,1.0,0.7,"[[20  0]
 [ 3  2]]"
5,0.2,3,ADA_WSVM,0.95,0.4,0.6164414002968976,0.5,0.84,0.6666666666666666,0.6749999999999999,"[[19  1]
 [ 3  2]]"
5,0.2,3,ImADA1_WSVM,1.0,0.2,0.4472135954999579,0.33333333333333337,0.84,1.0,0.6,"[[20  0]
 [ 4  1]]"
5,0.2,3,ImADA2_WSVM,1.0,0.2,0.4472135954999579,0.33333333333333337,0.84,1.0,0.6,"[[20  0]
 [ 4  1]]"
5,0.2,3,ImADA_12_WSVM,0.0,0.8,0.0,0.27586206896551724,0.16,0.16666666666666666,0.4,"[[ 0 20]
 [ 1  4]]"
5,0.2,4,ADA_DSTree,0.85,0.2,0.41231056256176607,0.22222222222222224,0.72,0.25,0.525,"[[17  3]
 [ 4  1]]"
5,0.2,4,ADA_WSVM,0.9,0.2,0.42426406871192857,0.25,0.76,0.3333333333333333,0.55,"[[18  2]
 [ 4  1]]"
5,0.2,4,ImADA1_WSVM,0.9,0.2,0.42426406871192857,0.25,0.76,0.3333333333333333,0.55,"[[18  2]
 [ 4  1]]"
5,0.2,4,ImADA2_WSVM,0.9,0.2,0.42426406871192857,0.25,0.76,0.3333333333333333,0.55,"[[18  2]
 [ 4  1]]"
5,0.2,4,ImADA_12_WSVM,0.1,0.8,0.28284271247461906,0.2962962962962963,0.24,0.18181818181818182,0.45,"[[ 2 18]
 [ 1  4]]"
5,0.2,5,ADA_DSTree,0.85,0.4,0.5830951894845301,0.4000000000000001,0.76,0.4,0.625,"[[17  3]
 [ 3  2]]"
5,0.2,5,ADA_WSVM,0.95,0.2,0.43588989435406733,0.28571428571428575,0.8,0.5,0.575,"[[19  1]
 [ 4  1]]"
5,0.2,5,ImADA1_WSVM,0.9,0.4,0.6000000000000001,0.4444444444444445,0.8,0.5,0.65,"[[18  2]
 [ 3  2]]"
5,0.2,5,ImADA2_WSVM,0.9,0.4,0.6000000000000001,0.4444444444444445,0.8,0.5,0.65,"[[18  2]
 [ 3  2]]"
5,0.2,5,ImADA_12_WSVM,0.1,0.6,0.2449489742783178,0.23076923076923073,0.2,0.14285714285714285,0.35,"[[ 2 18]
 [ 2  3]]"
